5253,"Monsanto","UKSE06-500","UK","Sissinghurst Castle garden","51.1","0.6","Eric Holub","2006-05-23 0:00:00","CS78805","western_europe","","blu_circle"
5276,"Monsanto","UKSE06-533","UK","Cnt","51.3","1.1","Eric Holub","2006-05-05 0:00:00","CS78806","western_europe","","blu_circle"
5279,"MPI","UKSE06-541","UK","Cnt","51.3","1.1","Eric Holub","2006-05-23 0:00:00","CS79004","western_europe","","blu_circle"
5349,"Monsanto","UKSE06-639","UK","Scotney Castle","51.1","0.4","Eric Holub","2006-05-23 0:00:00","CS78807","western_europe","","blu_circle"
5353,"Monsanto","UKNW06-003","UK","Dove Cottage,Wordsworth Trust, nr Grasmere","54.5","-3","Eric Holub","2006-06-08 0:00:00","CS78792","western_europe","","blu_circle"
5395,"MPI","UKNW06-102","UK","Outgate, east side","54.4","-3","Eric Holub","2006-06-08 0:00:00","CS79005","western_europe","","blu_circle"
5486,"Monsanto","UKNW06-233","UK","High Lorton","54.6","-3.3","Eric Holub","2006-06-08 0:00:00","CS78794","germany","","ltblu_circle"
5577,"Monsanto","UKNW06-403","UK","Cockermouth","54.7","-3.4","Eric Holub","2006-06-08 0:00:00","CS78797","western_europe","","blu_circle"
5644,"Monsanto","UKNW06-481","UK","Windemere","54.4","-2.9","Eric Holub","2006-06-08 0:00:00","CS78798","western_europe","","blu_circle"
5651,"MPI","UKNW06-488","UK","Windemere","54.4","-2.9","Eric Holub","2006-06-08 0:00:00","CS79006","western_europe","","blu_circle"
5717,"MPI","Bra-1","UK","Braithwaite","54.6","-3.2","Eric Holub","1992-01-01 0:00:00","CS79007","western_europe","","blu_circle"
5718,"MPI","UKID11","UK","Braemar","57","-3.4","Eric Holub","1992-01-01 0:00:00","CS79008","western_europe","","blu_circle"
5720,"Monsanto","Cal-2","UK","Cal","53.3","-1.6","D. Ratcliffe","1954-01-01 0:00:00","CS78781","admixed","","forbidden"
5726,"Monsanto","Cnt-1","UK","Canterbury (Sullivan garden)","51.3","1.1","Eric Holub","1992-01-01 0:00:00","CS78782","western_europe","","blu_circle"
5741,"Monsanto","For-2","UK","Fortingall","56.6","-4.1","D. Ratcliffe","1959-01-01 0:00:00","CS78783","western_europe","","blu_circle"
5748,"Monsanto","Kil-0","UK","Killearn","56","-4.4","D. Ratcliffe","1959-01-01 0:00:00","CS78784","germany","","ltblu_circle"
5757,"Monsanto","Mc-1","UK","Mickells Fell","54.6","-2.3","D. Ratcliffe","1960-01-01 0:00:00","CS78785","admixed","","forbidden"
5768,"Monsanto,MPI","UKID63","UK","Ripon","54.1","-1.5","Eric Holub","1992-01-01 0:00:00","CS78786","admixed","","forbidden"
5772,"Monsanto","Set-1","UK","Settle","54.1","-2.3","D. Ratcliffe","1955-01-01 0:00:00","CS78787","admixed","","forbidden"
5776,"MPI","UKID71","UK","Stanton-by-Dale","52.9","-1.3","Eric Holub","1992-01-01 0:00:00","CS79009","western_europe","","blu_circle"
5779,"Monsanto","UKID74","UK","Taunton","51","-3.1","Eric Holub","1992-01-01 0:00:00","CS78789","western_europe","","blu_circle"
5784,"Monsanto","Ty-1","UK","Taynuilt","56.4","-5.2","D. Ratcliffe","1961-01-01 0:00:00","CS78790","admixed","","forbidden"
5798,"MPI","UKID93","UK","Ruthin","53.1","-3.3","Eric Holub","1994-01-01 0:00:00","CS79010","western_europe","","blu_circle"
5800,"Monsanto","UKID96","UK","Lochcarron (Barlow)","57.4","-5.5","Eric Holub","1995-01-01 0:00:00","CS78791","germany","","ltblu_circle"
5811,"Monsanto","UKID107","UK","Chirk","52.9","-3.1","Eric Holub","1995-01-01 0:00:00","CS78778","admixed","","forbidden"
5822,"Monsanto","UKID116","UK","Ardtoe","56.7333","-5.98333","Eric Holub","1995-01-01 0:00:00","CS78780","admixed","","forbidden"
5830,"GMI","App1-12","SWE","App1","56.3333","15.9667","Magnus Nordborg","2000-06-13 0:00:00","CS76667","south_sweden","","red_circle"
5831,"GMI","App1-14","SWE","App1","56.3333","15.9667","Magnus Nordborg","2000-06-13 0:00:00","CS76668","south_sweden","","red_circle"
